rarity	form_count	obtain	evol	max_base_level	max_plus_level	egg_id	evol_require	evol4_require	talents	version	orb_count	xp_curve	evol_description	evol4_description	level_curve	obtain_stage	evol_stage	name_fandom	max_plus_level_tw
1	3	世界篇第2章「印度」過關後可以用160個貓罐頭購入		50	0				64|8|10|3|30|0|0|0|0|0|0|73|13|304|0|45|1|0|0|0|0|0|0|0|0|54|6|-1|0|49|1|0|0|0|0|0|0|0|0|58|6|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	900|1500|3900|7100|11100|15900|21500|27900|35100|43100			0		1|47|1	Mr._(Special_Cat)	0
1	3	世界篇第1章「丹麥」過關後可以用150個貓罐頭購入		50	0				0|2|10|30|30|15|60|0|0|0|0|2|4|-1|0|51|10|40|40|12|30|0|0|0|0|60|4|-1|0|46|1|0|0|0|0|0|0|0|0|55|6|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	300|700|2200|4200|6700|9700|13200|17200|21700|26700			0		1|48|1	Bondage_Cat_(Special_Cat)	0
1	3	世界篇第1章「格陵蘭島」過關後可以用150個貓罐頭購入		50	0				0|17|10|5|15|6|6|0|0|0|0|17|4|-1|0|44|1|0|0|0|0|0|0|0|0|53|6|-1|0|25|10|20|200|0|0|0|0|0|0|31|5|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	300|700|2500|4900|7900|11500|15700|20500|25900|31900			0		1|49|1	Dom_Cat_(Special_Cat)	0
1	3	世界篇第1章「埃及」過關後可以用90個貓罐頭購入		50	0				0|7|1|0|0|0|0|0|0|0|0|7|6|-1|0|44|1|0|0|0|0|0|0|0|0|53|6|-1|0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2500|3000|3900|5100|6600|8400|10500|12900|15600|18600			0		1|50|1	Cats_in_a_Box_(Special_Cat)	0
1	3	世界篇第2章「百慕達」過關後可以用90個貓罐頭購入		50	0				8|3|10|30|30|39|120|0|0|0|0|72|13|303|0|44|1|0|0|0|0|0|0|0|0|53|6|-1|0|19|10|16|70|0|0|0|0|0|0|19|5|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	700|1300|2800|4800|7300|10300|13800|17800|22300|27300			0		1|51|1	Panties_Cat_(Special_Cat)	0
1	3	世界篇第1章「月球」過關後開放		50	0		500000!0|3!31|3!32|3!34|1!43|1!164					50|100|3100|7100|12100|18100|25100|33100|42100|52100	第3進化後體力上升！<br>同時提升會心一擊率<br>並取得小波動攻擊！		0			Moneko_(Special_Cat)	0
1	3	達成30天登入獎勵章後可入手		50	0							100|300|1500|3100|5100|7500|10300|13500|17100|21100			0		1|52|1	Tricycle_Cat_(Special_Cat)	0
1	3	世界篇第1章「韓國」過關後可以用50個貓罐頭購入		50	0				0|35|1|0|0|0|0|0|0|0|0|35|6|-1|0|51|10|20|20|24|60|0|0|0|0|60|4|-1|0|27|10|1|10|0|0|0|0|0|0|29|5|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	300|500|1400|2600|4100|5900|8000|10400|13100|16100			0		1|53|1	Ninja_Cat_(Special_Cat)	0
1	3	世界篇第1章「馬達加斯加」過關後可以用120個貓罐頭購入		50	0				0|1|10|40|40|39|120|50|50|0|0|1|4|-1|0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|26|10|15|60|0|0|0|0|0|0|32|5|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	600|1200|2700|4700|7200|10200|13700|17700|22200|27200			0		1|54|1	Zombie_Cat_(Special_Cat)	0
1	3	世界篇第1章「尼泊爾」過關後可以用90個貓罐頭購入		50	0				0|15|10|2|20|0|0|0|0|0|0|15|4|-1|0|1|10|10|10|24|60|50|50|0|0|1|4|-1|0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	500|900|1800|3000|4500|6300|8400|10800|13500|16500			0		1|55|1	Samurai_Cat_(Special_Cat)	0
1	3	世界篇第1章「新加坡」過關後可以用150個貓罐頭購入		50	0				0|45|1|0|0|0|0|0|0|0|0|54|6|-1|0|53|1|0|0|0|0|0|0|0|0|65|6|-1|0|46|1|0|0|0|0|0|0|0|0|55|6|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	400|600|1500|2700|4200|6000|8100|10500|13200|16200			0		1|56|1	Sumo_Cat_(Special_Cat)	0
1	3	世界篇第1章「義大利」過關後可以用90個貓罐頭購入		50	0				0|8|10|5|15|0|0|0|0|0|0|45|5|-1|0|55|1|0|0|0|0|0|0|0|0|67|6|-1|0|19|10|16|70|0|0|0|0|0|0|19|5|-1|0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	200|400|1000|1800|2800|4000|5400|7000|8800|10800			0		1|57|1	Boogie_Cat_(Special_Cat)	0
1	3	世界篇第2章「希臘」過關後可以用90個貓罐頭購入		50	0				32|15|10|2|20|0|0|0|0|0|0|49|5|-1|0|49|1|0|0|0|0|0|0|0|0|58|6|-1|0|1|10|30|30|39|120|50|50|0|0|71|13|302|0|32|10|8|80|0|0|0|0|0|0|27|5|-1|0|31|10|8|80|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	700|1300|2800|4800|7300|10300|13800|17800|22300|27300			0		1|58|1	Skirt_Cat_(Special_Cat)	0
1	3	世界篇第2章「月球」過關後開放	未來篇第2章「月球」過關後開放Lv20可進化	50	0							3			0			Valkyrie_Cat_(Special_Cat)	0
1	3	世界篇第3章「月球」過關後開放	未來篇第3章「月球」過關後開放Lv20可進化	50	0							8000|10000|16000|24000|34000|46000|60000|76000|94000|114000			1			Bahamut_Cat_(Special_Cat)	0
1	3			50	0							9000|13000|17000|21000|24000|27000|30000|35000|40000|50000			0		2|43|1	Kerihime_(Special_Cat)	0
1	2			50	0							9000|13000|17000|21000|24000|27000|30000|35000|40000|50000			0			Cat_Princess_(Special_Cat)	0
1	2	可利用外部特典獲得		50	0							2500|3000|3900|5100|6600|8400|10500|12900|15600|18600			0			Capsule_Cat_(Special_Cat)	0
1	2	可利用外部特典獲得		50	0							1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0			Masked_Cat_(Special_Cat)	0
3	3			50	70		500000!0|4!38|2!35|1!37|1!39|1!40		0|1|10|0|0|8|80|0|0|0|0|42|5|-1|0|3|10|0|0|5|50|0|0|0|0|44|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|27|10|1|10|0|0|0|0|0|0|29|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2	第3進化後射程變長！<br>還會取得能夠讓<br>飄浮敵人攻擊力下降的新能力！		2			Bodhisattva_Cat_(Super_Rare_Cat)	70
3	3			50	70		500000!0|4!38|1!35|1!36|2!39|1!42		0|10|10|33|33|5|50|0|0|0|0|10|4|-1|0|50|10|1|10|200|200|0|0|0|0|59|4|-1|0|18|10|16|70|0|0|0|0|0|0|18|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2	第3進化後整體能力強化！<br>還可以讓古代種動作停止<br>使封印我方角色特殊效果的古代詛咒無效化！		2			Delinquent_Cat_(Super_Rare_Cat)	70
3	3			50	70		500000!0|2!35|4!36|1!37|1!39|1!40		0|16|0|0|0|0|0|0|0|0|0|16|6|-1|0|38|0|0|0|0|0|0|0|0|0|38|6|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|27|10|1|10|0|0|0|0|0|0|29|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2	第3進化後體力、攻擊力上升！<br>同時能夠使傳送能力無效化<br>也更容易使紅色敵人動作變慢！		2			Hip_Hop_Cat_(Super_Rare_Cat)	70
3	3			50	70		500000!0|4!38|1!35|2!36|1!37|1!40		0|1|10|0|0|5|50|0|0|0|0|42|5|-1|0|19|10|16|70|0|0|0|0|0|0|19|5|-1|0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|29|0|0|0|0|0|0|0|0|0|25|6|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2	第3進化後攻擊速度減慢但攻擊力提升！<br>同時取得能夠抵消波動<br>且不受波動傷害的能力！		2			Kotatsu_Cat_(Super_Rare_Cat)	70
4	3			60	70		1000000!0|7!38|7!35|6!36|7!37|2!40		0|2|10|0|0|12|30|0|0|0|0|43|8|-1|0|22|10|5|50|0|0|0|0|0|0|22|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|25|10|40|400|0|0|0|0|0|0|31|8|-1|0|55|0|0|0|0|0|0|0|0|0|67|10|-1|1|11|10|28|100|0|0|0|0|0|0|11|12|-1|1|51|10|5|50|30|30|0|0|0|0|88|12|-1|1		2	1	第3進化後攻擊力大幅上升！<br>還能取得必定<br>讓鋼鐵以外的敵人動作停止的新能力！		2			Nekoluga_(Uber_Rare_Cat)	70
3	3			50	70		500000!0|2!38|2!35|2!36|2!37|1!40		0|3|10|0|0|6|60|0|0|0|0|44|5|-1|0|11|10|28|100|0|0|0|0|0|0|11|4|-1|0|15|10|15|60|0|0|0|0|0|0|15|4|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|25|10|50|500|0|0|0|0|0|0|31|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2	第3進化後攻擊力上升！<br>還能取得必定讓鋼鐵以外的敵人<br>瞬間動作變慢的新能力！		2			Nerd_Cat_(Super_Rare_Cat)	70
3	3			50	70		500000!0|4!38|1!36|2!37|1!39|1!40		0|3|10|40|40|15|60|0|0|0|0|3|4|-1|0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|27|10|1|10|0|0|0|0|0|0|29|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2	第3進化後體力、移動速度、<br>攻擊力、射程皆會獲得提升！		2			Swimmer_Cat_(Super_Rare_Cat)	70
2	3			50	80		200000!0|2!30|3!31|3!34|1!38|1!37		0|20|10|16|70|0|0|0|0|0|0|20|2|-1|0|22|10|5|50|0|0|0|0|0|0|22|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|27|10|1|10|0|0|0|0|0|0|29|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後<br>攻擊力上升！同時生產成本下降<br>還會轉變為死前可以存活一次。		3			Pogo_Cat_(Rare_Cat)	80
2	3			50	80		200000!0|2!33|1!30|3!31|2!34|2!37		0|8|10|13|40|0|0|0|0|0|0|8|1|-1|0|18|10|16|70|0|0|0|0|0|0|18|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|25|10|20|200|0|0|0|0|0|0|31|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後攻擊力與<br>射程上升！同時還<br>加快角色的生產速度！		3			Wheel_Cat_(Rare_Cat)	80
3	3			50	70		500000!0|1!38|4!36|1!37|2!39|1!40		0|20|10|16|70|0|0|0|0|0|0|20|5|-1|0|19|10|16|70|0|0|0|0|0|0|19|5|-1|0|27|10|1|10|0|0|0|0|0|0|29|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2	第3進化後<br>取得了範圍攻擊！同時<br>必定能讓紅色敵人動作停止！		2			Apple_Cat_(Super_Rare_Cat)	70
3	3			50	70		500000!0|1!38|4!36|1!37|2!39|1!40		0|8|10|23|50|0|0|0|0|0|0|8|4|-1|0|18|10|16|70|0|0|0|0|0|0|18|5|-1|0|22|10|5|50|0|0|0|0|0|0|22|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	2	第3進化後體力上升！<br>攻擊速度也會增加！		2			Bath_Cat_(Super_Rare_Cat)	70
2	3			50	80		200000!0|3!33|2!30|3!34|1!36|1!37		0|11|10|5|50|0|0|0|0|0|0|11|1|-1|0|53|0|0|0|0|0|0|0|0|0|65|3|-1|0|19|10|16|70|0|0|0|0|0|0|19|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後<br>攻擊力上升！還能將敵人的<br>攻擊力下降效果無效化！		3			Salon_Cat_(Rare_Cat)	80
4	3			60	70		1000000!0|4!35|8!36|3!37|6!39|4!40		0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|10|10|34|34|10|100|0|0|0|0|10|12|-1|1|51|10|40|40|6|60|0|0|0|0|60|12|-1|1|36|0|0|0|0|0|0|0|0|0|36|10|-1|1		1	1	第3進化後攻擊力與<br>射程上升！同時必定能讓<br>紅色敵人動作停止！		2			Ice_Cat_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|4!35|7!36|7!37|3!39|4!40		0|2|10|50|50|39|120|0|0|0|0|2|7|-1|0|47|0|0|0|0|0|0|0|0|0|56|9|-1|0|27|10|1|10|0|0|0|0|0|0|29|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|61|10|17|62|0|0|0|0|0|0|82|14|-1|1|29|0|0|0|0|0|0|0|0|0|25|10|-1|1|15|10|19|100|0|0|0|0|0|0|15|12|-1|1		2	1	第3進化後整體能力強化<br>同時取得能夠抵消波動<br>且不受波動傷害的能力！		2			Cat_Machine_(Uber_Rare_Cat)	70
4	3			60	70		1000000!0|5!38|7!35|5!36|7!39|3!40		0|10|10|67|67|20|200|0|0|0|0|10|7|-1|0|22|10|5|50|0|0|0|0|0|0|22|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|25|10|50|500|0|0|0|0|0|0|31|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	1	第3進化後體力與攻擊力上升！<br>會使出猛烈的單體攻擊！		2			Lesser_Demon_Cat_(Uber_Rare_Cat)	70
1	2	可利用外部特典獲得		50	0							1300|2500|4000|6000|8500|11500|15000|19000|23500|28500			0			Maiko_Cat_(Special_Cat)	0
2	3			50	80		200000!0|3!30|2!32|3!34|1!38|1!36		0|13|5|1|5|0|0|0|0|0|0|48|2|-1|0|21|10|5|50|0|0|0|0|0|0|21|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|25|10|10|100|0|0|0|0|0|0|31|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後<br>體力、攻擊力與射程上升！<br>同時也更容易發出會心一擊！		3			Jurassic_Cat_(Rare_Cat)	80
2	3			50	80		200000!0|2!33|3!30|2!32|1!34|2!36		0|46|0|0|0|0|0|0|0|0|0|55|3|-1|0|30|10|16|70|0|0|0|0|0|0|26|2|-1|0|44|0|0|0|0|0|0|0|0|0|53|3|-1|0|52|10|5|50|0|0|0|0|0|0|64|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後體力大幅上升！<br>更取得了範圍攻擊！		3			Viking_Cat_(Rare_Cat)	80
2	3			50	80		200000!0|3!33|2!30|2!32|1!34|2!36		0|11|10|28|100|0|0|0|0|0|0|11|1|-1|0|20|10|16|70|0|0|0|0|0|0|20|2|-1|0|48|0|0|0|0|0|0|0|0|0|57|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後體力大幅上升！<br>同時射程也會增加，也更容易<br>打飛紅色敵人！		3			Pirate_Cat_(Rare_Cat)	80
2	3			50	80		200000!0|3!33|3!31|2!32|1!38|1!35		0|10|10|67|67|51|150|0|0|0|0|10|1|-1|0|14|0|0|0|0|0|0|0|0|0|14|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|27|10|1|10|0|0|0|0|0|0|29|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後<br>攻擊力與射程上升！<br>更取得了範圍攻擊！		3			Thief_Cat_(Rare_Cat)	80
2	3			50	80		200000!0|1!30|2!31|2!32|3!34|2!38		0|1|10|30|30|39|120|30|30|0|0|1|1|-1|0|3|10|0|0|12|30|0|0|0|0|44|2|-1|0|11|10|23|50|0|0|0|0|0|0|11|1|-1|0|37|0|0|0|0|0|0|0|0|0|37|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後<br>體力、攻擊力與射程上升！<br>更取得了範圍攻擊！		3			Bishop_Cat_(Rare_Cat)	80
2	3			50	80		200000!0|1!30|3!31|2!32|2!34|2!38		0|21|10|5|50|0|0|0|0|0|0|21|2|-1|0|30|10|16|70|0|0|0|0|0|0|26|2|-1|0|40|0|0|0|0|0|0|0|0|0|40|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後體力大幅上升！<br>同時也更容易<br>打飛飄浮敵人！		3			Fortune_Teller_Cat_(Rare_Cat)	80
2	3			50	80		200000!0|3!30|2!31|2!32|1!34|2!38		0|17|10|3|30|2|2|0|0|0|0|17|1|-1|0|53|1|0|0|0|0|0|0|0|0|65|3|-1|0|19|10|16|70|0|0|0|0|0|0|19|2|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後攻擊力與射程上升！<br>使飄浮敵人<br>動作停止的時間也增長		3			Shaman_Cat_(Rare_Cat)	80
4	2	可利用外部特典獲得		60	70							3			2			Evangelist_Cat_(Uber_Rare_Cat)	70
1	2			50	0							2			0	2|0|7		Type_10_(Special_Cat)	
2	3			50	80		200000!0|3!33|2!30|2!32|1!34|2!36		0|3|10|0|0|3|30|0|0|0|0|44|2|-1|0|11|10|23|50|0|0|0|0|0|0|11|1|-1|0|39|0|0|0|0|0|0|0|0|0|39|3|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0		1	3	第3進化後體力與射程皆會獲得提升！<br>同時使紅色敵人動作<br>變慢的時間增長！		3			Witch_Cat_(Rare_Cat)	80
